-0.546876	-0.560310	-0.474307	-0.077823	-0.488688	-0.447538	-0.350089	0.509627	0.422666	-0.378721	-0.159887	-0.118584	-0.308339	-0.096621	0.415296	0.249761	0.143620	-0.009226	-0.074820	-0.083222	-0.004846	0.442913	-0.593561	-0.152059	-0.137673	-0.258805	0.373771	0.403691	-0.136322	-0.177856	-0.453001	-0.374639	-0.346979	0.462441	-0.355957	-0.322584	-0.863912	-0.192704	0.020716	0.362122	0.128337	0.001172	0.441128	0.090485	0.107748	-0.499552	-0.508288	-0.351112	0.176107	0.343573	
-0.382548	-0.650729	0.055458	1.007726	-0.075170	-0.194909	0.034411	0.069604	0.128597	-0.472039	-0.911117	-0.789336	0.876109	0.182439	0.085906	0.557166	0.055172	0.015630	0.943404	0.487094	0.487959	0.080626	-0.629178	-0.641719	-0.105276	-0.800066	0.527636	1.193334	-0.614047	0.061102	-0.006468	-0.908044	1.217860	0.334268	0.036865	-0.767700	-0.417534	-0.405294	0.259812	0.001894	-0.025527	-0.438677	-0.275579	0.555487	-0.193513	-0.372013	-0.922268	-1.233693	-0.079722	0.505165	
-0.851487	-0.390912	-0.626656	0.697578	-0.212486	-0.255807	-0.447270	1.045271	-0.062323	-0.520977	-0.742748	0.056836	-0.570987	0.033375	-0.484189	0.794700	0.362290	-0.529329	-0.557042	-0.368117	0.654171	0.501328	0.311972	-0.711808	-0.056300	-1.072013	-0.015055	0.159996	-0.354848	0.283163	0.384158	-0.897299	0.990578	0.713051	0.104335	0.194285	0.486722	-0.010937	-0.045077	0.376157	-0.564264	-0.282061	0.201898	0.433530	-0.377633	-0.355204	0.531480	-0.763723	0.911281	-0.051077	
-1.287678	-1.040103	0.888468	0.781437	-0.802435	-0.827849	-0.438287	0.628835	0.973430	0.446382	-0.898461	-1.162691	0.218259	-0.623365	1.128573	1.596856	-0.269321	-1.332646	-0.072922	-0.726646	0.419752	1.231529	0.618480	-0.522857	0.847469	-0.173926	0.533329	-0.297859	-0.566104	1.371598	-0.373914	-1.905157	1.048816	-0.743079	-0.466827	-0.110248	-1.038979	-0.851166	-0.089169	0.951168	-1.129953	-0.721785	0.244075	-0.203361	-0.932472	-0.766031	-0.762398	-1.673713	0.728477	1.332887	
-0.196716	-0.417190	0.022805	0.806996	-0.056452	-0.005563	-0.418647	-0.025177	0.095481	-0.313015	-0.660800	-0.495529	0.623403	0.059231	0.209317	0.497062	0.149152	0.011459	0.681419	0.317279	0.281473	0.054109	-0.351051	-0.367918	-0.074726	-0.531026	0.386406	0.813139	-0.440251	0.014879	-0.032090	-0.531594	0.670263	0.083077	0.124361	-0.538727	-0.316237	-0.249488	0.222178	-0.081002	-0.042612	-0.281068	-0.152990	0.295967	-0.149838	-0.167555	-0.535498	-0.708068	0.036306	0.490007	
-0.690955	-0.290964	0.141612	-0.267349	-0.351427	-0.387196	0.037356	0.144579	0.067237	-0.484306	-0.424204	0.047276	-0.241686	-0.262747	0.212774	0.406231	0.283973	0.263107	-0.493940	0.205655	0.006860	0.268387	-0.172636	-0.388577	0.208295	-0.152991	0.246793	0.306126	-0.457331	0.274644	0.293692	-0.485964	0.005304	-0.293041	-0.106598	0.175650	-0.270880	0.159784	-0.218928	-0.379982	-0.006908	0.551186	0.556967	0.587471	-0.906811	-0.238813	0.022504	-0.476674	0.183833	0.265026	
-0.637091	-0.759139	-0.506461	-0.028243	-0.321039	-1.050448	0.113500	0.477525	0.780272	-0.588415	-0.100517	0.117650	-0.008698	-0.763949	0.699917	0.489318	0.187226	0.330224	0.849232	0.767315	-1.132601	1.234170	-0.732819	0.339556	-0.565179	-0.964892	-0.357957	1.220657	-0.872213	-0.157011	0.199682	-0.919664	0.002232	-0.217733	-0.888970	-0.408258	-0.391872	-1.646878	-0.295290	-0.288398	0.670114	1.126013	0.818635	0.520035	-0.861470	-0.761776	-0.612301	-0.665607	-0.243853	0.694462	
-1.015350	-0.612322	0.520854	0.698617	-0.385051	0.156777	-0.414733	1.239865	0.842106	0.212578	-0.196292	-0.950999	0.737934	-0.134469	0.634027	0.215544	-0.343327	-0.185818	0.588543	-0.065882	-0.061435	0.354725	0.845552	-1.355064	0.436996	-1.339861	-0.122925	1.150299	-0.684562	0.184922	1.315456	0.112802	0.250878	-0.775162	-0.551133	-0.252915	-0.540686	0.237639	-0.342289	0.037373	0.112323	1.420844	0.148061	0.408284	0.330288	-0.924186	0.958646	0.472000	0.256732	0.638834	
-0.713627	0.625450	-0.084779	0.136516	0.875205	1.116789	0.185114	0.821346	-0.084811	1.748549	0.371701	1.361950	-1.614067	-1.151486	-0.470758	1.623284	-1.277300	0.955930	0.116050	-1.188104	1.718623	5.551100	-1.640575	-0.970754	-1.755243	0.471468	-0.163916	1.003948	2.137825	0.417396	-0.039331	1.062220	0.459855	0.147644	0.335065	-1.126685	0.539603	-0.388559	1.244678	-0.023252	1.149521	-1.612114	1.015476	2.089067	-1.022246	1.680176	-0.915899	0.874847	-0.834393	-0.554478	
-0.728417	-1.015774	-1.284873	-0.363427	0.403359	-0.805759	-0.971737	1.170833	-1.443383	-1.265436	-0.747038	0.382968	0.297745	-0.485612	-0.345232	1.147587	-1.126787	-1.084835	-0.983962	0.206232	0.401619	0.979803	-0.555581	-0.383217	0.176354	0.876562	1.273596	0.465031	0.852224	-0.097142	1.202692	0.680003	0.475603	-0.432503	-0.460381	1.268168	-0.426385	-0.419580	-1.205487	0.564364	-0.884052	-0.827713	-0.647587	0.403111	-0.271601	0.203452	1.257677	0.045651	0.879014	1.127241	
-0.199372	-0.195732	-0.323407	0.202937	-0.106815	-0.199773	-0.052148	0.032092	-0.080283	-0.442512	0.026233	0.297953	-0.289977	-0.658668	0.015630	0.193270	-0.151236	0.151587	-0.054750	-0.103001	-0.154183	0.259454	-0.343877	-0.274265	-0.008027	-0.463981	0.360077	0.118275	-0.195054	-0.013000	0.021802	-0.691608	0.429706	0.005767	0.223356	-0.226858	0.295975	0.346272	-0.372212	0.214969	-0.318394	0.298867	0.394159	0.138053	-0.375936	0.070743	0.040677	-0.510575	0.422459	-0.048933	
-0.515827	0.235961	-0.284148	0.816767	0.003394	-0.996291	0.311171	1.024043	0.761384	-1.105850	-0.735055	0.390314	0.161781	-0.526467	-0.363468	0.243591	-0.548736	-0.108146	0.211228	0.499951	-0.846146	0.087208	0.575495	-0.649548	-0.524574	-1.278525	0.176948	1.105507	-1.047345	0.762907	0.571834	-0.752925	0.031057	-0.188669	-0.325824	-0.918821	-0.562915	-0.846525	-0.750670	-0.300575	-0.896914	0.018272	-0.466123	0.466931	-1.406806	-0.746605	0.657930	-1.621057	-0.038813	0.525017	
-0.206979	-0.239694	0.600988	0.252872	0.509626	-0.372341	0.238677	0.366238	-0.400450	-0.060928	-0.257985	-0.057640	-0.136512	0.301410	0.678246	0.699279	-0.026988	0.151777	-0.256430	0.049834	0.286793	0.136119	0.836137	-0.163484	-0.142836	-0.140679	0.041797	0.850484	-0.694085	-0.452713	-0.366293	-0.599578	-0.404403	-0.456551	-0.441056	-0.122696	-0.200570	0.167445	0.001080	-0.561272	-0.718540	0.121005	0.663627	0.019587	-0.840552	-0.547920	-0.477912	-0.216883	-0.234010	-0.506611	
0.007414	0.363168	-0.226525	0.752484	0.470185	-0.829235	-0.858853	-0.034190	0.149632	-0.213835	-0.264814	-0.211956	-0.179517	-0.637105	0.186162	0.689313	-0.098391	0.208543	0.281634	0.658210	0.289940	-0.228550	0.072542	0.128679	-0.034343	-0.773418	0.286729	0.698898	-0.479762	1.050462	-0.052463	-0.901107	0.389276	-0.350114	0.152626	-0.453985	-0.308419	-0.236527	-0.001274	0.208448	0.218009	0.515746	0.479962	0.444826	-0.685362	0.356460	0.008354	-0.200691	-0.181078	0.174543	
0.728110	0.081132	-0.466755	-0.048779	-0.164904	-3.480774	-0.146109	0.277417	-1.172906	-0.254576	-0.264758	-0.400354	0.078639	-0.127666	-0.155042	0.146153	-0.300498	-0.224600	-0.482431	-0.679542	0.331744	-0.272122	0.340258	-0.331982	0.375691	-0.034418	0.374399	-0.250159	0.076246	0.959318	0.280813	-0.192141	0.500886	-0.044483	0.060660	-0.411700	-0.003978	0.911520	0.083656	-0.065916	-0.646729	0.172132	-0.209260	-0.072118	0.049735	0.012455	0.127075	0.051896	0.481231	-0.345308	
0.094157	-0.054814	0.045821	-0.007840	-0.068835	0.054007	0.054548	-0.158539	0.187525	0.051448	-0.008898	-0.113157	0.018029	0.141715	0.051286	0.010761	0.065791	-0.153186	0.009836	-0.159753	0.106744	-0.122353	0.025596	-0.144478	0.223053	-0.008052	0.011766	-0.019260	0.115696	-0.155181	0.102663	0.222574	-0.182577	-0.037692	-0.062198	-0.223142	0.020227	0.143391	-0.072220	-0.012962	-0.176938	-0.195228	-0.024701	-0.100385	-0.002994	-0.036295	0.053004	-0.037961	0.100288	0.044595	
-0.118787	0.306488	0.115215	-0.039227	0.244421	-0.187725	-0.143981	0.187594	0.169855	0.081294	-0.013908	0.063323	-0.069015	-0.053537	-0.009884	0.067092	0.142939	0.111039	0.035515	-0.407532	-0.073750	0.090989	0.250958	-0.013240	0.250360	0.289119	0.470983	-0.321392	-0.037099	-0.130962	0.098787	0.043507	0.298213	-0.144904	0.032204	-0.217700	0.190510	0.366776	0.286217	-0.023090	-0.491385	-0.283173	-0.280202	-0.147237	-0.151745	0.049032	-0.122323	-0.048665	0.186026	-0.117689	
